playerID,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,preferredFoot,bestPos,bestRole,Value,Wage
1973,Lorenzo Lollo,"DM, M/AM (C)",Venezia,Italian Serie B,Italy (Serie B),ITA,180,75,28,Right Only,M (C),BWM,525000,3100
7807,Luca Kilian,D (C),SC Paderborn,Bundesliga 2,Germany (Bundesliga 2),GER,190,90,19,Right,D (C),CD,275000,3300
8372,Lucas Gourna Douath,"DM, M (C)",AS Saint-Etienne,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,188,67,15,Right,DM,DLP,145000,60
3744,Ludovic Butelle,GK,Angers SCO,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,188,84,36,Right,GK,G,550000,11500
6819,Luke Amos,"DM, M (C)",QPR,Sky Bet Championship,England (Sky Bet Championship),ENG,179,72,22,Right,M (C),BBM,4400000,5000
7809,Mads Pedersen,D/WB/M (L),FC Augsburg,Bundesliga,Germany (Bundesliga),DEN,169,69,22,Left Only,D (L),WB,1700000,7250
8335,Mamoudou Karamoko,ST (C),VfL Wolfsburg II,German Regional Division North,Germany (Regional Div. North),FRA,186,76,20,Right Only,ST (C),AF,120000,1000
2171,Manucho,ST (C),Unknown,Unknown,Angola,ANG,190,83,36,Left,ST (C),TM,0,0
6,Marcel Heller,M/AM (RL),Darmstadt 98,Bundesliga 2,Germany (Bundesliga 2),GER,175,70,33,Right,M (L),IW,625000,8500
7772,Marcin Bulka,GK,Chateauroux,French Reserves Group 2,France (Reserves Group 2),POL,199,99,19,Right,GK,SK,130000,2200
760,Marcin Wasilewski,D (RC),Wisla Krakow,PKO Bank Polski Ekstraklasa,Poland (PKO BP Ekstraklasa),POL,186,88,39,Right Only,D (C),NCB,10500,2200
5340,Marco Friedl,"D (LC), WB (L)",SV Werder,Bundesliga,Germany (Bundesliga),AUT,187,71,21,Left,D (L),FB,1500000,7250
6132,Marco Silvestri,GK,Verona,Italian Serie A,Italy (Serie A),ITA,191,80,28,Right,GK,SK,3700000,9250
1323,Marco Zambelli,D/WB/M (R),FeralpiSalo,Italian Serie C/B,Italy (Serie C/B),ITA,183,77,33,Right,D (R),FB,65000,3300
7047,Mark Flekken,GK,SC Freiburg,Bundesliga,Germany (Bundesliga),NED,195,87,26,Right,GK,SK,1500000,5750
211,Marvin Schulz,"D (C), DM, M (C)",Luzern,Swiss Super League,Switzerland (Super League),GER,186,77,24,Right,M (C),CM,925000,4100
7153,Matheus Pereira,"D (RC), DM",FIG,Brazilian National Second Division,Brazil (Second Division),BRA,184,80,22,Right,DM,BWM,135000,2300
241,Mathew Leckie,M/AM (RL),Hertha Berlin,Bundesliga,Germany (Bundesliga),AUS,181,82,28,Right,M (R),W,4099999,14750
6993,Mattia Sprocati,AM (RLC),Parma,Italian Serie A,Italy (Serie A),ITA,178,70,26,Either,AM (R),IW,3100000,12250
1958,Mattia Zaccagni,M/AM (C),Verona,Italian Serie A,Italy (Serie A),ITA,176,63,24,Right,AM (C),AP,4300000,12250
8287,Mbwana Samatta,ST (C),Fenerbahce,Turkish Super League,Turkey (Super League),TAN,182,78,26,Right Only,ST (C),PF,11250000,46000
5274,Michael Hector,"D (C), DM",Fulham,English Premier Division,England (Premier Division),JAM,193,82,26,Right,D (C),NCB,11250000,17000
4062,Mikel Saizar,GK,Amorebieta,Spanish Second Division B2,Spain (Second Division B2),ESP,190,87,36,Right Only,GK,SK,17000,1800
3856,Milan Djuric,ST (C),Salernitana,Italian Serie B,Italy (Serie B),BIH,199,94,29,Right,ST (C),TM,1300000,7000
9333,Naomichi Ueda,D (C),Nimes,Ligue 1 Conforama,France (Ligue 1 Conforama),JPN,186,77,24,Right,D (C),CD,1500000,6500
5070,Nereo Champagne,GK,Oviedo,Spanish Second Division,Spain (Second Division),ARG,188,87,34,Right,GK,SK,205000,5500
3160,Nikita Chernov,D (C),Krylja Sovetov,Russian Premier League,Russia (Premier League),RUS,188,79,23,Right,D (C),CD,825000,11500
2857,Oleg Ivanov,"DM, M/AM (C)",Akhmat,Russian Premier League,Russia (Premier League),RUS,192,86,32,Right,M (C),DLP,625000,18500
1284,Oscar Hiljemark,M (C),Dinamo Moscow,Russian Premier League,Russia (Premier League),SWE,185,73,26,Right,M (C),DLP,1700000,18500
3510,Oussama Tannane,"AM (R), ST (C)",Vitesse,Eredivisie,Holland (Eredivisie),MAR,177,75,25,Left,AM (R),IW,4300000,1700
2864,Pedro Ken,"DM, M (C)",JUV,Brazilian National Third Division,Brazil (Third Division),BRA,182,79,32,Right,M (C),AP,230000,5500
8641,Radoslaw Majecki,GK,AS Monaco,French National 2 - D,France (National 2 - D),POL,191,78,19,Right,GK,SK,650000,3300
6666,Rafael Camacho,"WB (R), AM (RLC)",Sporting,Portuguese Premier League,Portugal (Premier League),POR,175,68,19,Right,AM (R),W,2400000,14500
1764,Ramadan Sobhi,"M (R), AM (RLC)",Al-Ahly,Egyptian Premier League,Egypt (Premier League),EGY,183,67,22,Right,AM (C),AP,15000000,27000
5251,Rani Khedira,"D (C), DM, M (C)",FC Augsburg,Bundesliga,Germany (Bundesliga),GER,188,84,25,Right,M (C),BBM,3500000,8500
2496,Rodri,M/AM (C),Real Hispalis B,Spanish Second Division B3,Spain (Second Division B3),ESP,165,60,19,Left,AM (C),AP,67000,425
3488,Romain Thomas,D (C),Angers SCO,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,193,84,31,Left,D (C),CD,3900000,10000
787,Ryan Bennett,D (C),Swansea,Sky Bet Championship,England (Sky Bet Championship),ENG,189,90,29,Right,D (C),BPD,12000000,25000
7069,Saman Ghoddos,"AM (RLC), ST (C)",Amiens SC,Domino's Ligue 2,France (Domino's Ligue 2),IRN,176,75,25,Right,ST (C),AF,5000000,14750
1874,Samuele Longo,ST (C),Venezia,Italian Serie B,Italy (Serie B),ITA,186,77,27,Right,ST (C),AF,2100000,8750
7900,Sargis Adamyan,"M/AM (L), ST (C)",TSG Hoffenheim,Bundesliga,Germany (Bundesliga),ARM,184,77,26,Right,M (L),IW,4900000,13000
2828,Sergey Parshivlyuk,D/WB (R),Dinamo Moscow,Russian Premier League,Russia (Premier League),RUS,179,78,30,Right,D (R),FB,1300000,17000
6090,Simon Terodde,ST (C),Hamburger SV,Bundesliga 2,Germany (Bundesliga 2),GER,192,83,31,Right,ST (C),TM,5250000,32000
2010,Simone Edera,"M (R), AM (RLC), ST (C)",Torino,Italian Serie A,Italy (Serie A),ITA,174,70,22,Left,AM (R),IW,2100000,12250
6846,Sofiane Diop,AM (RLC),AS Monaco,French National 2 - D,France (National 2 - D),FRA,175,65,19,Right,AM (C),AP,450000,5750
6613,Sofiane Hanni,AM (RLC),Al-Gharafa,Qatari Stars League,Qatar (Stars League),ALG,178,72,28,Right,AM (L),IW,7250000,30000
3590,Souleymane Camara,"AM (R), ST (C)",Unknown,Unknown,Senegal,SEN,174,75,36,Right Only,ST (C),PF,0,0
6202,Stephane Omeonga,"DM, M (C)",Hibernian,Ladbrokes Premiership,Scotland (Ladbrokes Premiership),BEL,177,73,23,Right Only,M (C),MEZ,725000,7750
5242,Stefan Ilsanker,"D (C), DM, M (C)",Eintracht Frankfurt,Bundesliga,Germany (Bundesliga),AUT,189,86,30,Right,DM,BWM,3700000,33000
7054,Steven Skrzybski,"M (R), AM (RC), ST (C)",Schalke 04,Bundesliga,Germany (Bundesliga),GER,173,69,26,Right,ST (C),PF,3200000,10000
7878,Suleiman Abdullahi,"M/AM (L), ST (C)",Braunschweig,3. Liga,Germany (3. Liga),NGA,185,86,22,Right,ST (C),PF,1500000,8250
5350,Thanos Petsos,"DM, M (C)",WSG Tirol,Austrian Premier Division,Austria (Premier Division),GRE,184,80,28,Right,DM,DLP,600000,3500
110,Theodor Gebre Selassie,D/WB (R),SV Werder,Bundesliga,Germany (Bundesliga),CZE,181,71,32,Right,D (R),WB,2700000,25000
434,Thomas Kraft,GK,Unknown,Unknown,Germany,GER,187,78,30,Right,GK,SK,0,0
7033,Tim Leibold,D/WB/M/AM (L),Hamburger SV,Bundesliga 2,Germany (Bundesliga 2),GER,174,72,25,Left,D (L),WB,3500000,15000
6919,Toni Villa,"M (RL), AM (RLC)",Valladolid,Spanish First Division,Spain (First Division),ESP,171,63,24,Left,AM (R),IW,1800000,5750
9680,Vitaly Janelt,"DM, M (C)",VfL Bochum,Bundesliga 2,Germany (Bundesliga 2),GER,184,79,21,Left,DM,BWM,1200000,2600
4665,Vitinho,AM (LC),BRA,Brazilian National Lower Division,Brazil (Lower Division),BRA,176,66,21,Right,AM (C),AP,175000,2800
2894,Vladislav Ignatjev,D/WB/M/AM (R),Lokomotiv Moscow,Russian Premier League,Russia (Premier League),RUS,180,72,32,Right,D (R),WB,1100000,31000
8808,Wataru Endo,"D (C), DM, M (C)",VfB Stuttgart,Bundesliga,Germany (Bundesliga),JPN,178,73,26,Right,DM,DM,7000000,18500
4047,Wellington,"DM, M (C)",Athletico Paranaense,Brazilian National First Division,Brazil (First Division),BRA,173,70,28,Right,DM,VOL,2500000,8500
6251,Wilfried Kanga,"AM (R), ST (C)",Kayserispor,Turkish 1. League,Turkey (1. League),CIV,183,76,21,Right,AM (R),W,800000,7000
2229,Yuri,DM,Fluminense,Brazilian National First Division,Brazil (First Division),BRA,182,78,24,Right,DM,VOL,4900000,10000
7603,Marc Guehi,D (RLC),Swansea,Sky Bet Championship,England (Sky Bet Championship),ENG,182,83,18,Right,D (C),CD,0,5000
6844,Abdoulaye Dabo,M (RC),FC Nantes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,181,74,18,Right,M (C),MEZ,825000,2900
5158,Akram Afif,AM (RLC),Al-Sadd,Qatari Stars League,Qatar (Stars League),QAT,177,68,22,Right,AM (L),IW,775000,4700
4119,Alberto Bueno,"AM (C), ST (C)",Boavista,Portuguese Premier League,Portugal (Premier League),ESP,179,67,31,Right,AM (C),AM,725000,2800
8726,Alberto Soro,"M (L), AM (RC)",Granada,Spanish First Division,Spain (First Division),ESP,173,64,20,Left,AM (C),AP,775000,10250
3640,Aldo Kalulu,"AM (RLC), ST (C)",Swansea,Sky Bet Championship,England (Sky Bet Championship),FRA,166,66,23,Right Only,AM (L),IW,900000,5000
270,Alexander Esswein,M/AM (RL),SV Sandhausen,Bundesliga 2,Germany (Bundesliga 2),GER,183,85,29,Right,M (R),W,1300000,17500
119,Anthony Ujah,ST (C),Union Berlin,Bundesliga,Germany (Bundesliga),NGA,183,81,28,Right,ST (C),PF,3000000,10000
8953,Antonio Palumbo,M (C),Ternana,Italian Serie C/C,Italy (Serie C/C),ITA,182,78,22,Left,M (C),CM,250000,2100
5647,Arnaud Souquet,"D/WB (R), M (RC)",Montpellier,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,179,72,27,Right,D (R),CWB,4300000,11000
4748,Brice Samba,GK,Nottm Forest,Sky Bet Championship,England (Sky Bet Championship),FRA,186,79,25,Left Only,GK,G,6750000,6000
272,Caiuby,"M/AM (L), ST (C)",Unknown,Unknown,Brazil,BRA,184,85,30,Left,AM (L),WTM,0,0
2214,Carlos Carmona,M/AM (R),S. Gijon,Spanish Second Division,Spain (Second Division),ESP,177,72,31,Right,AM (R),AP,350000,3600
3655,Charles Traore,D (L),FC Nantes,Ligue 1 Conforama,France (Ligue 1 Conforama),MLI,180,74,27,Left,D (L),FB,3300000,10000
2426,Chechu Dorado,D (C),Ejea,Spanish Second Division B3,Spain (Second Division B3),ESP,180,70,36,Left Only,D (C),CD,29500,3900
49,Christian Clemens,M/AM (RL),Darmstadt 98,Bundesliga 2,Germany (Bundesliga 2),GER,181,78,27,Right,M (R),W,2600000,25000
3910,Cristiano Del Grosso,D/WB/M (L),Pescara,Italian Serie B,Italy (Serie B),ITA,170,70,36,Left Only,D (L),FB,58000,2100
3542,Damien Da Silva,"D (C), DM",Rennes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,184,83,31,Right Only,D (C),CD,4200000,12750
1933,Danilo Avelar,"D (LC), WB (L)",Corinthians,Brazilian National First Division,Brazil (First Division),BRA,185,76,30,Left Only,D (L),WB,2900000,10750
1787,David Jones,"DM, M (LC)",Unknown,JD Cymru Premier,Wales (JD Cymru Premier),ENG,180,64,34,Left,M (C),DLP,0,0
2509,Dimitri Foulquier,"D (RL), WB (R)",Granada,Spanish First Division,Spain (First Division),FRA,183,77,26,Right,D (R),WB,2000000,22500
9014,Djamel Benlamri,D (C),OL,Ligue 1 Conforama,France (Ligue 1 Conforama),ALG,185,83,29,Right Only,D (C),NCB,725000,19000
1439,Domenico Maietta,D (C),Empoli,Italian Serie B,Italy (Serie B),ITA,184,77,36,Right,D (C),BPD,145000,9250
5707,Durel Avounou,"DM, M (C)",SM Caen,Domino's Ligue 2,France (Domino's Ligue 2),CGO,179,71,21,Left,M (C),RPM,425000,1900
4884,Eliran Atar,"AM (RL), ST (C)",Beitar Jerusalem,Israeli Premier League,Israel (Premier League),ISR,179,73,32,Either,AM (L),IW,550000,5500
3260,Enzo Crivelli,ST (C),Basaksehir,Turkish Super League,Turkey (Super League),FRA,184,79,24,Right,ST (C),PF,5500000,9750
5131,Eugeni,M/AM (C),Huesca,Spanish First Division,Spain (First Division),ESP,182,73,24,Left,M (C),AP,775000,4300
3509,Fabien Lemoine,"DM, M (C)",FC Lorient,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,175,71,32,Right,M (C),DLP,825000,13750
5309,Federico Palacios,"AM (C), ST (C)",Jahn Regensburg,Bundesliga 2,Germany (Bundesliga 2),ESP,170,68,24,Right,ST (C),AF,975000,5250
350,Felix Klaus,M/AM (RL),Fortuna Dusseldorf,Bundesliga 2,Germany (Bundesliga 2),GER,180,79,26,Right,M (R),W,4099999,32500
2540,Fernando Tissone,"DM, M (C)",Unknown,Unknown,Argentina,ARG,181,80,32,Right,DM,DM,0,0
5655,Flavien Tait,AM (L),Rennes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,175,70,26,Right,AM (L),IW,3900000,24000
4405,Florin Gardos,D (C),Universitatea Craiova,Romanian First League,Romania (Casa Liga I),ROU,193,88,30,Right Only,D (C),BPD,425000,2200
1989,Francesco Bardi,GK,Frosinone,Italian Serie B,Italy (Serie B),ITA,188,82,27,Right Only,GK,G,1500000,15250
3314,Franck Honorat,"M/AM (R), ST (C)",Brest,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,180,70,22,Right,M (R),W,1300000,22000
4008,Franco Mussis,"DM, M (C)",Gimnasia (LP),Argentine Premier Division,Argentina (Premier Division),ARG,174,75,27,Right,M (C),BWM,1400000,3000
4003,Gianluca Sansone,"AM (L), ST (C)",Cerignola,Italian Serie D Grp. H,Italy (Serie D Grp. H),ITA,174,67,32,Left,AM (L),W,105000,2500
1314,Guido Marilungo,ST (C),Ternana,Italian Serie C/C,Italy (Serie C/C),ITA,176,73,29,Right,ST (C),PF,375000,3600
3729,Hassane Kamara,"D (L), M (LC)",OGC Nice,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,168,67,25,Left Only,D (L),WB,1400000,27000
2522,Henok Goitom,ST (C),AIK,Swedish Premier Division,Sweden (Premier Division),ERI,189,85,34,Right,ST (C),DLF,140000,2800
406,Hong Jeong-Ho,D (C),Jeonbuk,Hana 1Q K LEAGUE 1,South Korea (K LEAGUE 1),KOR,188,77,29,Right,D (C),BPD,750000,5500
2680,Hugo Almeida,ST (C),Pelotas,Brazilian National Lower Division,Brazil (Lower Division),BRA,182,77,33,Right,ST (C),PF,20500,1100
5982,Ihsan Sacko,"AM (RC), ST (C)",Troyes,Domino's Ligue 2,France (Domino's Ligue 2),FRA,183,70,21,Right,AM (R),W,1400000,4800
5662,Isaac Mbenza,"AM (L), ST (C)",Amiens SC,Domino's Ligue 2,France (Domino's Ligue 2),BEL,188,77,23,Right Only,AM (L),IW,7000000,15000
3370,Issiaga Sylla,D/WB (L),RC Lens,Ligue 1 Conforama,France (Ligue 1 Conforama),GUI,180,75,25,Left Only,D (L),WB,2200000,10000
3631,Jerome Prior,GK,VAFC,Domino's Ligue 2,France (Domino's Ligue 2),FRA,187,85,23,Left,GK,SK,925000,5750
5626,Jeremie Bela,"M/AM (RL), ST (C)",Birmingham,Sky Bet Championship,England (Sky Bet Championship),ANG,173,69,26,Right,AM (R),W,7750000,15000
715,Jefferson Montero,M/AM (L),Birmingham,Sky Bet Championship,England (Sky Bet Championship),ECU,170,70,29,Either,AM (L),W,3200000,30000
3456,Jimmy Cabot,M/AM (RL),Angers SCO,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,164,64,25,Right,AM (R),W,1500000,7750
5180,Jon Toral,"M (C), AM (RC)",Hull,Sky Bet Championship,England (Sky Bet Championship),ESP,183,77,24,Left Only,AM (C),AM,600000,9000
3346,Jonas Martin,M/AM (C),Rennes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,184,76,29,Right Only,M (C),MEZ,5500000,24000
3275,Jordan Ferri,"DM, M (C)",Montpellier,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,172,70,27,Right,M (C),BBM,5250000,26000
6950,Jorge Pulido,D (C),Huesca,Spanish First Division,Spain (First Division),ESP,185,78,28,Right,D (C),CD,2600000,3900
6877,Jules Keita,"M (LC), AM (L)",CSKA-Sofia,Bulgarian First League,Bulgaria (First League),GUI,168,56,20,Left Only,AM (L),W,195000,2000
7326,Kayne Ramsay,D (RC),Southampton,English Premier Division,England (Premier Division),ENG,179,66,18,Right,D (R),FB,375000,1200
3128,Kirill Kombarov,D/M (R),Arsenal Tula,Russian Premier League,Russia (Premier League),RUS,181,73,32,Right,D (R),WB,375000,14500
718,Kyle Naughton,D (RL),Swansea,Sky Bet Championship,England (Sky Bet Championship),ENG,180,73,30,Right,D (R),WB,2700000,26000
3334,Lassana Coulibaly,M (C),Angers SCO,Ligue 1 Conforama,France (Ligue 1 Conforama),MLI,175,77,23,Right,M (C),BWM,2000000,6250
2313,Laure,D/WB (R),Alcorcon,Spanish Second Division,Spain (Second Division),ESP,171,65,34,Right,D (R),WB,69000,4600
7897,Louis Schaub,M/AM (RC),Luzern,Swiss Super League,Switzerland (Super League),AUT,177,72,24,Left,AM (C),AP,4099999,20500
1993,Luca Vido,"AM (L), ST (C)",Pisa,Italian Serie B,Italy (Serie B),ITA,182,75,22,Right,ST (C),AF,1600000,6250
6905,Ludovic Ajorque,ST (C),Strasbourg,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,197,82,25,Left,ST (C),TM,5500000,12750
3227,Ludovic Baal,D (L),Brest,Ligue 1 Conforama,France (Ligue 1 Conforama),GUF,176,75,33,Left Only,D (L),FB,275000,6000
8036,Luigi Vitale,D/WB/M (L),Spezia,Italian Serie A,Italy (Serie A),ITA,180,71,31,Left Only,D (L),FB,1100000,9250
2500,Luisinho,"AM (RLC), ST (C)",Al-Faisaly (KSA),Spanish First Division,Spain (First Division),BRA,175,65,28,Right Only,ST (C),AF,3700000,2600
7839,Lumor Agbenyenu,D/WB (L),Mallorca,Spanish Second Division,Spain (Second Division),GHA,175,67,22,Left Only,D (L),WB,800000,6000
2856,Maciej Rybus,D/WB/M (L),Lokomotiv Moscow,Russian Premier League,Russia (Premier League),POL,173,73,29,Left,D (L),FB,2100000,25000
2312,Manu,"M (R), AM (RL)",Unknown,Unknown,Brazil,POR,172,70,36,Right Only,AM (R),W,0,0
1478,Marcello Gazzola,D/WB/M (R),Empoli,Italian Serie B,Italy (Serie B),ITA,183,78,34,Right,D (R),FB,210000,6750
7970,Marco Calderoni,D/WB (L),Lecce,Italian Serie B,Italy (Serie B),ITA,180,75,30,Left Only,D (L),WB,1800000,3300
1339,Mariano Izco,"DM, M (C)",Juve Stabia,Italian Serie B,Italy (Serie B),ARG,180,77,36,Right,M (C),BWM,31000,2300
370,Marvin Friedrich,D (C),Union Berlin,Bundesliga,Germany (Bundesliga),GER,193,80,23,Right,D (C),BPD,2500000,8250
5731,Mateo Pavlovic,D (C),Angers SCO,Ligue 1 Conforama,France (Ligue 1 Conforama),CRO,196,94,29,Right,D (C),CD,4200000,10000
4381,Mateusz Klich,M/AM (C),Leeds,English Premier Division,England (Premier Division),POL,183,84,29,Right,M (C),DLP,13500000,12000
2126,Mauro Dos Santos,D (C),Niigata Unicorn,Nihon-League 2,Japan (Nihon-League 2),ARG,181,76,29,Right,D (C),CD,550000,5000
3304,Maxime Le Marchand,D (LC),Antwerp,Belgian Pro League A,Belgium (Pro League A),FRA,185,77,29,Left,D (L),FB,10500000,25000
4403,Mehdi Abeid,M (C),Al-Nasr (UAE),UAE Professional League,U.A.E. (Pro League),ALG,178,85,26,Right,M (C),MEZ,5250000,8750
4848,Michael Frey,ST (C),Waasland-Beveren,Belgian Pro League A,Belgium (Pro League A),SUI,189,86,24,Right,ST (C),TM,2200000,13500
5277,Michael Esser,GK,Hannover 96,Bundesliga 2,Germany (Bundesliga 2),GER,198,97,31,Right,GK,G,6250000,31500
1029,Modibo Maiga,"AM (L), ST (C)",Unknown,Unknown,Mali,MLI,187,76,31,Left,ST (C),TM,0,0
720,Modou Barrow,AM (RL),Denizlispor,Turkish Super League,Turkey (Super League),GAM,176,63,26,Left,AM (L),W,4300000,15000
3313,Mouez Hassen,GK,Cercle Brugge,Belgian Pro League A,Belgium (Pro League A),TUN,184,70,24,Right Only,GK,SK,1300000,4300
5608,Naim Sliti,"M (RL), AM (RLC)",Al-Ettifaq,Saudi Professional League,Saudi Arabia (Pro League),TUN,173,76,26,Right,AM (L),IW,4900000,10000
2213,Nacho Cases,M/AM (C),Volos,Greek Super League 1,Greece (Super League),ESP,175,66,31,Left,M (C),DLP,325000,2400
783,Nathan Dyer,M/AM (RL),Swansea,Sky Bet Championship,England (Sky Bet Championship),ENG,165,60,31,Right Only,AM (R),W,425000,22000
1536,Norbert Balogh,"AM (RL), ST (C)",Hull,Sky Bet Championship,England (Sky Bet Championship),HUN,196,80,23,Right,AM (L),IW,2500000,5000
348,Oliver Sorg,D/WB (RL),1. FC Nurnberg,Bundesliga 2,Germany (Bundesliga 2),GER,175,69,29,Right,D (R),FB,3300000,11500
44,Pablo De Blasis,"M (RL), AM (RLC)",Cartagena,Spanish Second Division B4,Spain (Second Division B4),ARG,164,66,31,Right,AM (L),IW,2500000,5250
7067,Paulinho,"AM (RL), ST (C)",Levski,Brazilian National Lower Division,Brazil (Lower Division),BRA,177,66,26,Right,AM (L),IW,1300000,3600
3221,Pedro Mendes,D (C),Montpellier,Portuguese Premier League,Portugal (Premier League),POR,186,78,28,Right,D (C),BPD,4900000,12750
8067,Reece James,D (L),Doncaster,Sky Bet League One,England (Sky Bet League One),ENG,182,67,25,Left Only,D (L),WB,400000,4000
3306,Remi Walter,"DM, M (C)",Yeni Malatyaspor,Turkish 1. League,Turkey (1. League),FRA,174,70,24,Left,M (C),DLP,3700000,14750
6864,Renaud Ripart,"M/AM (RL), ST (C)",Nimes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,181,73,26,Right,ST (C),TM,5500000,10000
7877,Robert Andrich,"DM, M (C)",Union Berlin,Bundesliga,Germany (Bundesliga),GER,187,83,24,Right,M (C),BWM,3500000,7250
3721,Romain Del Castillo,"AM (RL), ST (C)",Rennes,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,172,65,23,Left,AM (R),IW,3900000,10500
6543,Sebastien Cibois,GK,Brest,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,192,85,21,Right Only,GK,SK,205000,700
3713,Samuel Grandsir,AM (RLC),AS Monaco,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,170,65,22,Right,AM (R),W,2100000,13750
1538,Samuel Gustafson,"DM, M/AM (C)",Cremonese,Italian Serie B,Italy (Serie B),SWE,187,79,24,Right,M (C),DLP,1800000,9250
7777,Sarpreet Singh,M/AM (LC),FC Bayern II,3. Liga,Germany (3. Liga),NZL,175,65,20,Left,AM (C),AP,1300000,8250
8761,Shon Weissman,"AM (RL), ST (C)",Valladolid,Spanish First Division,Spain (First Division),ISR,178,76,23,Right,ST (C),PF,350000,19500
363,Thomas Pledl,"M (RL), AM (RLC)",Fortuna Dusseldorf,Bundesliga 2,Germany (Bundesliga 2),GER,173,72,25,Right,AM (R),IW,1300000,8500
2273,Tiago,D (C),Ceara,Brazilian National First Division,Brazil (First Division),BRA,191,89,29,Right,D (C),CD,2400000,4300
6142,Tim Kleindienst,ST (C),1. FC Heidenheim 1846,Bundesliga 2,Germany (Bundesliga 2),GER,194,82,23,Right,ST (C),TM,2400000,7750
7769,Vadim Karpov,D (C),CSKA Moscow,Russian Premier League,Russia (Premier League),RUS,190,73,16,Right Only,D (C),CD,55000,625
8965,Vladimir Coufal,D/WB (R),West Ham,English Premier Division,England (Premier Division),CZE,174,70,26,Right,D (R),WB,16750000,37500
3799,Wesley Said,"AM (L), ST (C)",Toulouse FC,Domino's Ligue 2,France (Domino's Ligue 2),FRA,171,75,24,Right,ST (C),AF,3900000,24000
2726,Xandao,D (C),Unknown,Brazilian National Second Division,Brazil (Second Division),BRA,193,88,31,Right,D (C),CD,0,0
4443,Yannick Sagbo,ST (C),Umm-Salal,Qatari Stars League,Qatar (Stars League),CIV,183,78,31,Right,ST (C),PF,3100000,17000
6379,Yoel Armougom,D/WB/AM (L),SM Caen,Domino's Ligue 2,France (Domino's Ligue 2),FRA,173,71,21,Left Only,D (L),WB,500000,2200
3474,Younousse Sankhare,"DM, M (C)",Unknown,Unknown,France,SEN,184,80,29,Left,M (C),BBM,0,0
5624,Yunis Abdelhamid,D (C),Reims,Ligue 1 Conforama,France (Ligue 1 Conforama),MAR,190,83,31,Left Only,D (C),CD,3300000,9000
1974,Zeljko Brkic,GK,Unknown,Unknown,Serbia,SRB,194,92,32,Right Only,GK,G,0,0
7773,Zinedine Ferhat,"M (R), AM (RL)",Nimes,Ligue 1 Conforama,France (Ligue 1 Conforama),ALG,183,77,26,Right,AM (R),W,5000000,8000
7646,Zvonimir Sarlija,D (C),Ankaragucu,Turkish 1. League,Turkey (1. League),CRO,189,80,22,Right,D (C),NCB,650000,3300
5787,Aaron Leya Iseka,ST (C),FC Metz,Ligue 1 Conforama,France (Ligue 1 Conforama),BEL,180,78,22,Right,ST (C),PF,1700000,10000
6296,Abdelhamid Sabiri,"M (L), AM (LC)",SC Paderborn,Bundesliga 2,Germany (Bundesliga 2),GER,183,80,22,Right,M (L),IW,1200000,7000
4154,Abdoulaye Ba,D (C),Vallecano,Spanish Second Division,Spain (Second Division),SEN,197,79,28,Right,D (C),CD,1200000,6250
3545,Abdoulaye Diallo,GK,Nottm Forest,Sky Bet Championship,England (Sky Bet Championship),SEN,191,82,27,Right Only,GK,SK,2900000,19750
4158,Abraham,M/AM (C),AEK Larnakas,Cypriot First Division,Cyprus (First Division),ESP,174,70,33,Right,M (C),BBM,240000,2900
1535,Accursio Bentivegna,"AM (RLC), ST (C)",Carrarese,Italian Serie C/A,Italy (Serie C/A),ITA,171,65,23,Right,AM (R),W,235000,2100
3003,Adis Jahovic,ST (C),Goztepe,Turkish Super League,Turkey (Super League),MKD,191,90,32,Right,ST (C),TM,1400000,17750
8653,Adrian Grbic,"AM (RL), ST (C)",FC Lorient,Ligue 1 Conforama,France (Ligue 1 Conforama),AUT,188,82,22,Left,ST (C),AF,1700000,21000
1685,Ahmed Elmohamady,D/WB/M (R),Aston Villa,English Premier Division,England (Premier Division),EGY,182,75,31,Right Only,M (R),W,4000000,40000
4262,Alban Meha,"M (RL), AM (RLC)",Kassel,German Div. Hessia,Germany (Hessia),KVX,173,76,33,Left,AM (L),AP,24500,850
4906,Alberto Cerri,ST (C),SPAL,Italian Serie B,Italy (Serie B),ITA,194,85,23,Right,ST (C),TM,2800000,30500
